Region,Case Number,Case Name,Case Type,City,State,Election Held Date,Number of Eligible Voters,Valid Votes Against,Votes for Labor Org 1,Labor Org 1 Name,"Stipulated
/ Consent
/ Directed",Certification of Representative Date (Win),Certification of Results Date (Loss),Case Closed Date,Closed Reason,Votes for Labor Org 2,Labor Org 2 Name,Union To Certify,Votes for Labor Org 3,Labor Org 3 Name,For Proposition,Against Proposition	,"Stipulated / Consent
/ Directed",Against Proposition,Dispute Unit City,Dispute Unit State,Num Eligible Voters,"Stipulated
/ Consent / Directed",Cert of Rep (Win),Cert of Results (Loss),Closed Date,Votes For Labor Org3,Labor Org3,Stipulated/Consent,Case ID,Stipulated / Consent / Directed
2,02-RC-142564,"Shleppers Holdings, LLC",RC,Bronx,NY,2015-01-16,99.0,74.0,11.0,"Brotherhood of Amalgamated Trades, Local Union 514",Directed,,LOSS,2015-01-26,Certification of Results,,,,,,,,,,,,,,,,,,,,,
2,02-RC-143014,DCH Mamaroneck LLC DCH Toyota City,RC,Mamaroneck,NY,2015-02-05,21.0,1.0,13.0,"LOCAL 259 UNITED AUTOMOBILE WORKERS, UAW",Stipulated,WON,,2015-02-13,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-143352,Meenan Oil Co. LP d/b/a Carpenter and Smith,RC,Monroe,NY,2015-02-02,15.0,10.0,5.0,"LOCAL 456, International Brotherhood of Teamsters",Stipulated,,LOSS,2015-02-10,Certification of Results,,,,,,,,,,,,,,,,,,,,,
2,02-RC-143810,"J & R Tours, Ltd.",RC,Mount Vernon,NY,2015-02-11,65.0,28.0,25.0,"Transport Workers Union Local 100, AFL-CIO",Stipulated,,LOSS,2015-02-19,Certification of Results,,,,,,,,,,,,,,,,,,,,,
2,02-RC-143939,Island Hospitality Management V LLC D/B/A Hampton Inn,RC,Elmsford,NY,2015-02-12,19.0,1.0,16.0,"Brotherhood of Amalgamated Trades, Local Union 514",Stipulated,WON,,2015-02-20,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-144858,Millennium Protective Services,RC,Bronx,NY,2015-03-17,109.0,50.0,17.0,"United Security Officers of America, Local 821",Stipulated,,LOSS,2015-04-09,Certification of Results,,,,,,,,,,,,,,,,,,,,,
2,02-RC-144888,"Jane Street Entertainment, LLC",RC,New York,NY,2015-02-24,111.0,6.0,43.0,"Writers Guild of America East, Inc.",Stipulated,WON,,2015-03-30,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-144977,Montefiore Medical Center Westchester Square Campus,RC,Bronx,NY,2015-03-03,7.0,3.0,4.0,Special and Superior Benevolent Officers Association,Stipulated,WON,,2015-03-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-146948,Bronx-Lebanon Hospital Center,RC,Bronx,NY,2015-03-26,18.0,0.0,16.0,NEW YORK STATE NURSES ASSOCIATION,Stipulated,WON,,2015-04-03,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-147504,Griffin Court Condominium,RC,New York,NY,2015-04-09,6.0,0.0,5.0,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 32BJ,Stipulated,WON,,2015-04-17,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-147638,"USI Services Group, Inc.",RC,Union,NJ,2015-04-03,18.0,0.0,14.0,"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL 1249, AFL-CIO",Stipulated,WON,LOSS,2015-04-28,Certification of Results,,,,,,,,,,,,,,,,,,,,,
2,02-RC-147818,Northern Riverview Healthcare Center,RC,Haverstraw,NY,2015-04-15,38.0,0.0,33.0,1199 SEIU United Healthcare Workers East,Stipulated,WON,,2015-04-23,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-148023,"Shalom Ambulette Services, Inc.",RC,WHITE PLAINS,NY,2015-04-14,12.0,3.0,7.0,"LOCAL 1430, INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,
AFL-CIO",Stipulated,WON,,2015-04-22,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-149016,"West Side Radiology Associates, P.C.",RC,New York,NY,2015-05-06,13.0,0.0,11.0,1199SEIU UNITED HEALTHCARE WORKERS EAST,Stipulated,WON,,2015-05-14,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-149863,"Jazz at Lincoln Center, Inc.",RC,New York,NY,2015-05-18,5.0,0.0,4.0,"THEATRICAL WARDROBE UNION LOCAL 764, IATSE",Stipulated,WON,,2015-05-27,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-149970,Workmen's Circle MultiCare Center,RC,Bronx,NY,2015-05-22,19.0,3.0,12.0,United Security Officers of America Local 821,Stipulated,WON,,2015-06-01,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-150504,"U.S. Security Associates, Inc.",RC,White Plains,NY,2015-05-19,3.0,0.0,2.0,"United Security Officers of America, Local 821",Stipulated,WON,,2015-06-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-150815,"The Change Group New York, Inc.",RC,New York,NY,2015-05-21,21.0,2.0,17.0,"Retail, Wholesale & Department Store Union (RWDSU)",Stipulated,WON,,2015-05-29,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-151248,"U.S. Security Associates, Inc.",RC,White Plains,NY,2015-05-19,6.0,0.0,2.0,"United Security Officers of America, Local 821",Stipulated,WON,,2015-06-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-151250,"U.S. Security Associates, Inc.",RC,white plains,NY,2015-05-19,5.0,0.0,2.0,"United Security Officers of America, Local 821",Stipulated,WON,,2015-06-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-151254,"U.S. Security Associates, Inc.",RC,white plains,NY,2015-05-19,7.0,2.0,2.0,"United Security Officers of America, Local 821",Stipulated,,LOSS,2015-06-11,Certification of Results,,,,,,,,,,,,,,,,,,,,,
2,02-RC-151256,"U.S Security Associates, Inc.",RC,White Plains,NY,2015-05-19,6.0,3.0,1.0,"United Security Officers of America, Local 821",Stipulated,,LOSS,2015-06-11,Certification of Results,,,,,,,,,,,,,,,,,,,,,
2,02-RC-151260,"U.S. Security Associates, Inc.",RC,White Plains,NY,2015-05-19,6.0,2.0,0.0,"United Security Officers of America, Local 821",Stipulated,,LOSS,2015-06-11,Certification of Results,,,,,,,,,,,,,,,,,,,,,
2,02-RC-151262,"U.S. Security Associates, Inc.",RC,White Plains,NY,2015-05-19,13.0,1.0,1.0,"United Security Officers of America, Local 821",Stipulated,,LOSS,2015-06-11,Certification of Results,,,,,,,,,,,,,,,,,,,,,
2,02-RC-151264,"U.S. Security Associates, Inc.",RC,White Plains,NY,2015-05-19,6.0,0.0,2.0,"United Security Officers of America, Local 821",Stipulated,WON,,2015-06-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-151269,"U.S. Security Associates, Inc.",RC,Whie Plains,NY,2015-05-19,4.0,2.0,0.0,"United Security Officers of America, Local 821",Stipulated,,LOSS,2015-06-11,Certification of,,,,,,,,,,,,,,,,,,,,,
2,02-RC-151275,"U.S. Security Associates, Inc.",RC,White Plains,NY,2015-05-19,3.0,0.0,2.0,"United Security Officers of America, Local 821",Stipulated,WON,,2015-06-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-151277,"U.S Security Associates, Inc.",RC,White Plains,NY,2015-05-19,3.0,0.0,1.0,"United Security Officers of America, Local 821",Stipulated,WON,,2015-06-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-151280,"U.S Security Associates, Inc.",RC,White Plains,NY,2015-05-19,3.0,0.0,1.0,"United Security Officers of America, Local 821",Stipulated,WON,,2015-06-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-151283,"U.S. Security Associates, Inc.",RC,White Plains,NY,2015-05-19,3.0,0.0,2.0,"United Security Officers of America, Local 821",Stipulated,WON,,2015-06-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-151287,"U.S. Security Associates, Inc.",RC,White Plains,NY,2015-05-19,4.0,0.0,0.0,"United Security Officers of America, Local 821",Stipulated,,LOSS,2015-06-11,Certification of Results,,,,,,,,,,,,,,,,,,,,,
2,02-RC-151289,"U.S. Security Associates, Inc.",RC,White Plains,NY,2015-05-19,4.0,0.0,1.0,"United Security Officers of America, Local 821",Stipulated,WON,,2015-06-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-151509,"U.S. Security Associates, Inc.",RC,New York,NY,2015-05-29,8.0,0.0,3.0,"LOCAL 642, SECURITY ALLIANCE OF FEDERATED EMPLOYEES UNION",Stipulated,WON,,2015-06-23,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-151774,235 West 71st Street Condominium,RC,New York City,NY,2015-06-10,7.0,0.0,7.0,Building Maintenance Employees Union Local # 486 Affiliated with NOITU-IUJAT,Consent,WON,,2015-06-18,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-151873,Nutrition Management Services Company,RC,Kimberton,PA,2015-06-11,31.0,1.0,25.0,1199SEIU United Healthcare Workers East,Stipulated,WON,,2015-06-19,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-152307,"U.S. Security Associates, Inc.",RC,Yonkers,NY,2015-05-29,6.0,0.0,2.0,"LOCAL 642, SECURITY ALLIANCE OF FEDERATED EMPLOYEES UNION",Stipulated,WON,,2015-06-23,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-152315,"U.S. Security Associates, Inc.",RC,Bronx,NY,2015-05-29,5.0,0.0,4.0,"LOCAL 642, SECURITY ALLIANCE OF FEDERATED EMPLOYEES UNION",Stipulated,WON,,2015-06-23,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-152328,"U.S. Security Associates, Inc.",RC,Mt. Vernon,NY,2015-05-29,3.0,0.0,0.0,"LOCAL 642, SECURITY ALLIANCE OF FEDERATED EMPLOYEES UNION",Stipulated,,LOSS,2015-06-23,Certification of Results,,,,,,,,,,,,,,,,,,,,,
2,02-RC-152794,Bryant Park Corporation,RC,New York,NY,2015-06-11,31.0,17.0,8.0,"LOCAL 1031, UNITED SERVICE WORKERS UNION, IUJAT",Stipulated,,LOSS,2015-07-30,Certification of Results,,,,,,,,,,,,,,,,,,,,,
2,02-RC-152988,"First Student, Inc.",RC,Florida,NY,2015-06-16,52.0,16.0,32.0,"CIVIL SERVICE EMPLOYEES ASSOCIATION, INC (CSEA) LOCAL 1000",Stipulated,WON,,2015-06-24,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-153616,540 West 28th Street Condominium,RC,New York,NY,2015-06-29,2.0,0.0,2.0,Local 32BJ SEIU,Stipulated,WON,,2015-07-07,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-154231,"Hawthorne Foundation, Inc.",RC,Hawthorne,NY,2015-07-17,70.0,38.0,17.0,"LOCAL 888, UNITED FOOD & COMMERCIAL WORKERS",Stipulated,,LOSS,2015-07-27,Certification of Results,,,,,,,,,,,,,,,,,,,,,
2,02-RC-154316,"Structure Tone, Inc.",RC,New York,NY,2015-07-08,6.0,4.0,2.0,NYC and Vicinity District Council of Carpenters,Stipulated,,LOSS,2015-07-16,Certification of Results,,,,,,,,,,,,,,,,,,,,,
2,02-RC-154342,Chelsea Distribution Group LLC,RC,New York,NY,2015-07-15,21.0,10.0,10.0,INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES,Stipulated,,LOSS,2015-07-23,Certification of Results,,,,,,,,,,,,,,,,,,,,,
2,02-RC-155298,Majestic Hotel Corp. d/b/a Park South Hotel,RC,New York,NY,2015-07-23,48.0,5.0,38.0,"NEW YORK HOTEL & MOTEL TRADES COUNCIL, AFL-CIO",Stipulated,WON,,2015-07-31,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-155455,Strand Hotel LLC,RC,New York,NY,2015-07-28,53.0,4.0,45.0,"NEW YORK HOTEL & MOTEL TRADES COUNCIL, AFL-CIO",Stipulated,WON,,2015-08-05,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-155463,CGM 54 Irving LLC d/b/a Pure Food & Wine,RC,New York,NY,2015-07-30,65.0,0.0,15.0,Pure Food Restaurant Workers Union,Directed,WON,,2015-08-07,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-155674,"601 Associates, LLC",RC,New York,NY,2015-07-28,2.0,0.0,2.0,"Service Employees International Union, Local 32BJ",Stipulated,WON,,2015-08-05,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-155913,"NY Transharbor LLC, d/b/a New York Water Taxi",RC,New York,NY,2015-08-08,40.0,8.0,29.0,International Organization of Masters Mates & Pilots (IOMMP),Stipulated,WON,,2015-08-18,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-156239,NYU School of Medicine/NYU Langone Medical Center,RC,New York,NY,2015-08-11,10.0,7.0,3.0,1199SEIU UNITED HEALTHCARE WORKERS EAST,Stipulated,,LOSS,2015-08-19,Certification of Results,,,,,,,,,,,,,,,,,,,,,
2,02-RC-156931,"ABC, Inc.",RC,New York,NY,2015-08-24,5.0,0.0,4.0,National Association of Broadcast Employees and Technicians Local 16,Stipulated,WON,,2015-09-01,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-157083,"Mid-Rockland Imaging Partners, Inc.",RC,New York,NY,2015-08-21,55.0,1.0,27.0,1199SEIU United Healthcare Workers East,Stipulated,WON,,2015-08-31,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-157092,RDSL Urban NY LLC d/b/a Open Loop NY,RC,New York,NY,2015-08-21,64.0,0.0,59.0,"TRANSPORT WORKERS UNION OF GREATER NEW YORK, LOCAL 100, AFL-CIO",Stipulated,WON,,2015-08-31,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
2,02-RC-158569,Avatar Entertainment Corporation,RC,New York,NY,2015-09-18,12.0,1.0,10.0,"Associated Musicians of Greater New York Local 802, AFM",Stipulated,WON,,2015-09-28,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3,03-RC-133386,"GNH, LLC d/b/a GOWANDA REHABILITATION & NURSING CENTER",RC,Gowanda,NY,2014-09-26,33.0,5.0,22.0,"1199 SEIU, UNITED HEALTHCARE WORKERS EAST",Directed,WON,,2014-10-06,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3,03-RC-136441,"First Student, Inc.",RC,East Aurora,NY,2014-10-21,2.0,0.0,2.0,INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL 264,Stipulated,WON,,2014-10-29,Certific. of,,,,,,,,,,,,,,,,,,,,,
3,03-RC-136478,"STA of New York, d/b/a Mid-City Transit",RC,Middletown,NY,2014-10-17,6.0,0.0,6.0,"Local 445, International Brotherhood of Teamsters",Stipulated,WON,,2014-10-27,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3,03-RC-136580,"Renzenberger, Inc.",RC,Rochester,NY,2014-10-22,7.0,1.0,4.0,"INTERNATIONAL ASSOCIATION OF SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS, LOCAL UNION NO. 46",Stipulated,WON,,2014-11-28,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3,03-RC-137061,"Agrana Fruit US, Inc.",RC,Baldwinsville,NY,2014-10-30,42.0,19.0,21.0,"Bakery, Confectionery, Tobacco Workers and Grain Millers Union, Local 116",Stipulated,,LOSS,2014-11-07,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3,03-RC-137538,"RIDGE VIEW MANOR, LLC",RC,Buffalo,NY,2014-10-30,75.0,10.0,27.0,United Food And Commercial Workers District Union Local One,Stipulated,WON,,2014-11-13,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3,03-RC-138618,"Fulton Heating Solutions, Inc.",RC,Pulaksi,NY,2014-11-17,29.0,7.0,21.0,"International Brotherhood of Boilermakers, Iron Ship Builders, Blacksmiths, Forgers, and Helpers, AF",Stipulated,WON,,2014-11-25,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3,03-RC-138727,ASGS MANAGEMENT CORP.,RC,Highland,NY,2014-11-25,15.0,0.0,12.0,"SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 200 UNITED",Stipulated,WON,,2014-12-03,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3,03-RC-139854,"Sheridan Manor, LLC",RC,Tonawanda,NY,2014-12-03,74.0,5.0,30.0,SEIU LOCAL 1199 UNITED HEALTH CARE WORKERS EAST,Stipulated,WON,,2014-12-12,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3,03-RC-139880,"SDH Education West, LLC",RC,Geneva,NY,2014-12-11,97.0,45.0,38.0,"SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 200",Stipulated,,LOSS,2015-01-12,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3,03-RC-140060,ASGS Management Corp.,RC,Highland,NY,2014-12-12,2.0,0.0,1.0,"SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 200 UNITED",Stipulated,WON,,2014-12-22,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3,03-RC-140068,"Oldcastle APG Northeast, Inc.",RC,Batavia,NY,2014-12-04,9.0,9.0,9.0,INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL 118,Stipulated,,LOSS,2014-12-12,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3,03-RC-140402,"HealthCare Services Group, Inc.",RC,Fishkill,NY,2014-12-18,29.0,4.0,22.0,1199 SEIU UNITED HEALTHCARE WORKERS EAST,Stipulated,WON,,2014-12-30,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3,03-RC-140456,"Garelick Farms, LLC",RC,Rensselaer,NY,2014-12-18,86.0,61.0,24.0,"TEAMSTERS LOCAL 294, INTERNATIONAL BROTHERHOOD OF TEAMSTERS",Stipulated,,LOSS,2014-12-30,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3,03-RC-140641,LaFarge North America Inc.,RC,Tonawanda,NY,2014-12-19,2.0,2.0,0.0,"INTERNATIONAL UNION OF OPERATING ENGINEERS, LOCAL 17C, AFL-CIO",Stipulated,,LOSS,2015-01-02,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3,03-RC-140993,Balkan Beverage LLC,RC,Rochester,NY,2015-01-02,12.0,5.0,4.0,INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL 118,Stipulated,,LOSS,2015-01-12,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3,03-RC-143283,JSSG Healthcare LLC d/b/a Fiddlers Green Manor Nursing & Rehabilitation Center,RC,Springville,NY,2015-01-30,83.0,26.0,46.0,1199 SEIU HEALTHCARE WORKERS EAST,Stipulated,WON,,2015-02-10,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3,03-RC-143825,Bombardier Mass Transit Corporation,RC,Plattsburgh,NY,2015-02-13,158.0,101.0,45.0,INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS,Stipulated,,LOSS,2015-02-23,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3,03-RC-143847,Renzenberger,RC,Lenexa,KS,2015-02-13,0.0,0.0,29.0,"INTERNATIONAL ASSOCIATION OF SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS LOCAL 71",Stipulated,WON,,2015-03-17,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3,03-RC-144001,"Martens Fresh, LLC",RC,Port Byron,NY,2015-02-15,10.0,5.0,4.0,INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL 118,Stipulated,,LOSS,2015-02-24,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3,03-RC-144384,Central Hudson Gas & Electric Corporation,RC,Poughkeepsie,NY,2015-03-25,28.0,6.0,22.0,"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL 320, AFL-CIO",Directed,WON,,2015-04-03,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3,03-RC-144509,"Auburn AGT, LLC d/b/a Auburn Nursing Home",RC,Auburn,NY,2015-02-27,62.0,18.0,31.0,1199 SEIU UNITED HEALTHCARE WORKERS EAST,Stipulated,WON,,2015-03-10,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3,03-RC-146399,"Pepsi Beverages Company, an operating unit of Pepsi Co., Inc.",RC,Keeseville,NY,2015-03-27,18.0,13.0,5.0,"Teamsters Local 687, International Brotherhood of Teamsters",Stipulated,,LOSS,2015-04-06,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3,03-RC-146472,University of Rochester,RC,Rochester,NY,2015-03-25,56.0,38.0,16.0,INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL 118,Stipulated,,LOSS,2015-04-02,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3,03-RC-147677,"Ambulance Service of Fulton County, Inc.",RC,Gloversville,NY,2015-04-20,61.0,3.0,24.0,United Professional and Service Employees Local 1222,Stipulated,WON,,2015-04-28,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3,03-RC-147681,"Clausson Raught Community Rescue Squad, Inc.",RC,Copake,NY,2015-04-14,42.0,9.0,12.0,United Professional and Service Employees Local 1222,Stipulated,WON,,2015-06-04,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3,03-RC-148070,Cornell University,RC,Ithaca,NY,2015-04-22,7.0,3.0,4.0,INTERNATIONAL UNION OF OPERATING ENGINEERS,Stipulated,WON,,2015-04-30,Certific. of,,,,,,,,,,,,,,,,,,,,,
3,03-RC-148087,"Baptist Health Nursing and Rehabilitation Center, Inc.",RC,Scotia,NY,2015-04-24,163.0,35.0,97.0,1199 SEIU UNITED HEALTHCARE WORKERS EAST,Stipulated,WON,,2015-05-04,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3,03-RC-148436,"ABM Janitorial
Services-Northeast, Inc.",RC,New York,NY,2015-04-30,7.0,0.0,5.0,UNITED STEELWORKERS INTERNATIONAL UNION,Stipulated,WON,,2015-05-12,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3,03-RC-148475,"Northern Oswego County Health Services, Inc.",RC,Pulaski,NY,2015-05-28,56.0,30.0,21.0,1199 SEIU UNITED HEALTHCARE WORKERS EAST,Directed,,LOSS,2015-06-05,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3,03-RC-148675,"Compass Group USA, Inc.",RC,Montgomery,NY,2015-05-01,15.0,5.0,10.0,"TEAMSTERS LOCAL 445, INTERNATIONAL BROTHERHOOD OF TEAMSTERS",Stipulated,WON,,2015-05-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3,03-RC-150147,Ithaca College,RC,Ithaca,NY,2015-05-11,321.0,53.0,172.0,SEIU Local 200 United,Stipulated,WON,,2015-06-05,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3,03-RC-150383,Siena College,RC,Albany,NY,,152.0,27.0,86.0,"Service Employees International Union, Local 200 United",Directed,WON,,2015-06-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3,03-RC-151213,Siena College,RC,Albany,NY,,36.0,5.0,16.0,"Service Employees International Union, Local 200 United",Stipulated,WON,,2015-06-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3,03-RC-151634,Green Mountain Power Corporation,RC,Colchester,VT,2015-06-03,29.0,20.0,9.0,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL UNION NO. 300,Stipulated,,LOSS,2015-06-11,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3,03-RC-151818,Faxton St. Luke's Healthcare,RC,Utica,NY,2015-05-28,712.0,210.0,309.0,"COMMUNICATIONS WORKERS OF AMERICA, AFL-CIO",Stipulated,WON,,2015-06-05,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3,03-RC-151849,"Hudson Valley Cardiovascular Practice, P.C.",RC,Poughkeepsie,NY,2015-06-03,35.0,16.0,18.0,1199SEIU United Health Care Workers East,Stipulated,WON,,2015-06-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3,03-RC-152247,"Premier Utility Service, LLC",RC,Buffalo,NY,2015-06-05,20.0,16.0,2.0,"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL NO. 97",Stipulated,,LOSS,2015-06-29,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3,03-RC-152740,"STA of New York, d/b/a Mid-City Transit",RC,Middletown,NY,2015-06-18,110.0,47.0,56.0,"Local 445, International Brotherhood of Teamsters",Consent,WON,,2015-06-26,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3,03-RC-153084,Addison County Transit Resources,RC,Middlebury,VT,2015-07-01,17.0,7.0,10.0,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS, LOCAL 597",Stipulated,WON,,2015-07-10,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3,03-RC-153634,Badger Daylighting Corp.,RC,Buffalo,NY,2015-07-02,2.0,0.0,2.0,"INTERNATIONAL UNION OF OPERATING ENGINEERS, LOCAL 17",Stipulated,WON,,2015-07-10,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3,03-RC-154401,"Anthony L. Jordan Health Center, Community Place at Threshold",RC,Lancaster,NY,2015-07-07,2.0,0.0,2.0,1199 SEIU UNITED HEALTH CARE WORKERS EAST,Stipulated,WON,,2015-07-15,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3,03-RC-156045,"United Helpers Nursing Home, Inc d/b/a River Ledge Health Care & Rehabilitation Center",RC,Ogdensburg,NY,2015-08-14,218.0,100.0,82.0,"CIVIL SERVICE EMPLOYEES ASSOCIATION, INC. (CSEA), LOCAL 1000, AFSCME, AFL-CIO",Stipulated,,LOSS,2015-09-08,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3,03-RC-157197,"Stollberg, Inc.",RC,Niagara Falls,NY,2015-09-02,36.0,21.0,15.0,"United Steel, Paper and Forestry, Manufacturing, Energy, Allied Industrial and Service Workers Inter",Stipulated,,LOSS,2015-09-10,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3,03-RC-157254,Community Services for the Developmentally Disabled Inc.,RC,Buffalo,NY,2015-09-02,495.0,208.0,147.0,"Community Services United Staff Association, NYSUT, AFT, NEA, AFL-CIO",Stipulated,,LOSS,2015-09-10,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3,03-RC-157307,"American Red Cross, New
York-Penn Blood Services Region",RC,Albany,NY,2015-08-28,55.0,2.0,44.0,"COMMUNICATIONS WORKERS OF AMERICA, AFL-CIO",Stipulated,WON,,2015-09-08,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3,03-RC-157461,"Rivershore, Inc.",RC,Lewiston,NY,2015-08-27,96.0,60.0,12.0,"Communications Workers of America, AFL-CIO",Stipulated,,LOSS,2015-09-04,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3,03-RC-158353,"American Red Cross, New
York-Penn Blood Services Region",RC,Liverpool,NY,2015-09-10,55.0,16.0,29.0,"COMMUNICATIONS WORKERS OF AMERICA, AFL-CIO",Stipulated,WON,,2015-09-18,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
4,04-RC-104485,"Virgo Medical Services, Inc.",RC,PHILADELPHIA,PA,2013-07-16,27.0,6.0,13.0,Teamsters Local Union No. 115,Directed,WON,,2015-03-17,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
