,Region,Case Number,Case Name,Case Type,City,State,Election Held Date,Number of Eligible Voters,Valid Votes Against,Votes for Labor Org 1,Labor Org 1 Name,"Stipulated
/ Consent
/ Directed",Certification of Representative Date (Win),Certification of Results Date (Loss),Case Closed Date,Closed Reason,Votes for Labor Org 2,Labor Org 2 Name,Union To Certify,Votes for Labor Org 3,Labor Org 3 Name,For Proposition,Against Proposition	,"Stipulated / Consent
/ Directed",Against Proposition,Dispute Unit City,Dispute Unit State,Num Eligible Voters,"Stipulated
/ Consent / Directed",Cert of Rep (Win),Cert of Results (Loss),Closed Date,Votes For Labor Org3,Labor Org3,Stipulated/Consent,Case ID,Stipulated / Consent / Directed
101,2,02-RC-149863,"Jazz at Lincoln Center, Inc.",RC,New York,NY,2015-05-18,5.0,0.0,4.0,"theatrical wardrobe union local 764, iatse",Stipulated,WON,,2015-05-27,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
102,2,02-RC-149970,Workmen's Circle MultiCare Center,RC,Bronx,NY,2015-05-22,19.0,3.0,12.0,united security officers of america local 821,Stipulated,WON,,2015-06-01,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
103,2,02-RC-150504,"U.S. Security Associates, Inc.",RC,White Plains,NY,2015-05-19,3.0,0.0,2.0,"united security officers of america, local 821",Stipulated,WON,,2015-06-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
104,2,02-RC-150815,"The Change Group New York, Inc.",RC,New York,NY,2015-05-21,21.0,2.0,17.0,"retail, wholesale & department store union (rwdsu)",Stipulated,WON,,2015-05-29,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
105,2,02-RC-151248,"U.S. Security Associates, Inc.",RC,White Plains,NY,2015-05-19,6.0,0.0,2.0,"united security officers of america, local 821",Stipulated,WON,,2015-06-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
106,2,02-RC-151250,"U.S. Security Associates, Inc.",RC,white plains,NY,2015-05-19,5.0,0.0,2.0,"united security officers of america, local 821",Stipulated,WON,,2015-06-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
107,2,02-RC-151254,"U.S. Security Associates, Inc.",RC,white plains,NY,2015-05-19,7.0,2.0,2.0,"united security officers of america, local 821",Stipulated,,LOSS,2015-06-11,Certification of Results,,,,,,,,,,,,,,,,,,,,,
108,2,02-RC-151256,"U.S Security Associates, Inc.",RC,White Plains,NY,2015-05-19,6.0,3.0,1.0,"united security officers of america, local 821",Stipulated,,LOSS,2015-06-11,Certification of Results,,,,,,,,,,,,,,,,,,,,,
109,2,02-RC-151260,"U.S. Security Associates, Inc.",RC,White Plains,NY,2015-05-19,6.0,2.0,0.0,"united security officers of america, local 821",Stipulated,,LOSS,2015-06-11,Certification of Results,,,,,,,,,,,,,,,,,,,,,
110,2,02-RC-151262,"U.S. Security Associates, Inc.",RC,White Plains,NY,2015-05-19,13.0,1.0,1.0,"united security officers of america, local 821",Stipulated,,LOSS,2015-06-11,Certification of Results,,,,,,,,,,,,,,,,,,,,,
111,2,02-RC-151264,"U.S. Security Associates, Inc.",RC,White Plains,NY,2015-05-19,6.0,0.0,2.0,"united security officers of america, local 821",Stipulated,WON,,2015-06-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
112,2,02-RC-151269,"U.S. Security Associates, Inc.",RC,Whie Plains,NY,2015-05-19,4.0,2.0,0.0,"united security officers of america, local 821",Stipulated,,LOSS,2015-06-11,Certification of,,,,,,,,,,,,,,,,,,,,,
113,2,02-RC-151275,"U.S. Security Associates, Inc.",RC,White Plains,NY,2015-05-19,3.0,0.0,2.0,"united security officers of america, local 821",Stipulated,WON,,2015-06-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
114,2,02-RC-151277,"U.S Security Associates, Inc.",RC,White Plains,NY,2015-05-19,3.0,0.0,1.0,"united security officers of america, local 821",Stipulated,WON,,2015-06-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
115,2,02-RC-151280,"U.S Security Associates, Inc.",RC,White Plains,NY,2015-05-19,3.0,0.0,1.0,"united security officers of america, local 821",Stipulated,WON,,2015-06-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
116,2,02-RC-151283,"U.S. Security Associates, Inc.",RC,White Plains,NY,2015-05-19,3.0,0.0,2.0,"united security officers of america, local 821",Stipulated,WON,,2015-06-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
117,2,02-RC-151287,"U.S. Security Associates, Inc.",RC,White Plains,NY,2015-05-19,4.0,0.0,0.0,"united security officers of america, local 821",Stipulated,,LOSS,2015-06-11,Certification of Results,,,,,,,,,,,,,,,,,,,,,
118,2,02-RC-151289,"U.S. Security Associates, Inc.",RC,White Plains,NY,2015-05-19,4.0,0.0,1.0,"united security officers of america, local 821",Stipulated,WON,,2015-06-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
119,2,02-RC-151509,"U.S. Security Associates, Inc.",RC,New York,NY,2015-05-29,8.0,0.0,3.0,"local 642, security alliance of federated employees union",Stipulated,WON,,2015-06-23,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
120,2,02-RC-151774,235 West 71st Street Condominium,RC,New York City,NY,2015-06-10,7.0,0.0,7.0,building maintenance employees union local # 486 affiliated with noitu-iujat,Consent,WON,,2015-06-18,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
121,2,02-RC-151873,Nutrition Management Services Company,RC,Kimberton,PA,2015-06-11,31.0,1.0,25.0,1199seiu united healthcare workers east,Stipulated,WON,,2015-06-19,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
122,2,02-RC-152307,"U.S. Security Associates, Inc.",RC,Yonkers,NY,2015-05-29,6.0,0.0,2.0,"local 642, security alliance of federated employees union",Stipulated,WON,,2015-06-23,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
123,2,02-RC-152315,"U.S. Security Associates, Inc.",RC,Bronx,NY,2015-05-29,5.0,0.0,4.0,"local 642, security alliance of federated employees union",Stipulated,WON,,2015-06-23,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
124,2,02-RC-152328,"U.S. Security Associates, Inc.",RC,Mt. Vernon,NY,2015-05-29,3.0,0.0,0.0,"local 642, security alliance of federated employees union",Stipulated,,LOSS,2015-06-23,Certification of Results,,,,,,,,,,,,,,,,,,,,,
125,2,02-RC-152794,Bryant Park Corporation,RC,New York,NY,2015-06-11,31.0,17.0,8.0,"local 1031, united service workers union, iujat",Stipulated,,LOSS,2015-07-30,Certification of Results,,,,,,,,,,,,,,,,,,,,,
126,2,02-RC-152988,"First Student, Inc.",RC,Florida,NY,2015-06-16,52.0,16.0,32.0,"civil service employees association, inc (csea) local 1000",Stipulated,WON,,2015-06-24,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
127,2,02-RC-153616,540 West 28th Street Condominium,RC,New York,NY,2015-06-29,2.0,0.0,2.0,local 32bj seiu,Stipulated,WON,,2015-07-07,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
128,2,02-RC-154231,"Hawthorne Foundation, Inc.",RC,Hawthorne,NY,2015-07-17,70.0,38.0,17.0,"local 888, united food & commercial workers",Stipulated,,LOSS,2015-07-27,Certification of Results,,,,,,,,,,,,,,,,,,,,,
129,2,02-RC-154316,"Structure Tone, Inc.",RC,New York,NY,2015-07-08,6.0,4.0,2.0,nyc and vicinity district council of carpenters,Stipulated,,LOSS,2015-07-16,Certification of Results,,,,,,,,,,,,,,,,,,,,,
130,2,02-RC-154342,Chelsea Distribution Group LLC,RC,New York,NY,2015-07-15,21.0,10.0,10.0,international alliance of theatrical stage employees,Stipulated,,LOSS,2015-07-23,Certification of Results,,,,,,,,,,,,,,,,,,,,,
131,2,02-RC-155298,Majestic Hotel Corp. d/b/a Park South Hotel,RC,New York,NY,2015-07-23,48.0,5.0,38.0,"new york hotel & motel trades council, afl-cio",Stipulated,WON,,2015-07-31,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
132,2,02-RC-155455,Strand Hotel LLC,RC,New York,NY,2015-07-28,53.0,4.0,45.0,"new york hotel & motel trades council, afl-cio",Stipulated,WON,,2015-08-05,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
133,2,02-RC-155463,CGM 54 Irving LLC d/b/a Pure Food & Wine,RC,New York,NY,2015-07-30,65.0,0.0,15.0,pure food restaurant workers union,Directed,WON,,2015-08-07,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
134,2,02-RC-155674,"601 Associates, LLC",RC,New York,NY,2015-07-28,2.0,0.0,2.0,"service employees international union, local 32bj",Stipulated,WON,,2015-08-05,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
135,2,02-RC-155913,"NY Transharbor LLC, d/b/a New York Water Taxi",RC,New York,NY,2015-08-08,40.0,8.0,29.0,international organization of masters mates & pilots (iommp),Stipulated,WON,,2015-08-18,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
136,2,02-RC-156239,NYU School of Medicine/NYU Langone Medical Center,RC,New York,NY,2015-08-11,10.0,7.0,3.0,1199seiu united healthcare workers east,Stipulated,,LOSS,2015-08-19,Certification of Results,,,,,,,,,,,,,,,,,,,,,
137,2,02-RC-156931,"ABC, Inc.",RC,New York,NY,2015-08-24,5.0,0.0,4.0,national association of broadcast employees and technicians local 16,Stipulated,WON,,2015-09-01,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
138,2,02-RC-157083,"Mid-Rockland Imaging Partners, Inc.",RC,New York,NY,2015-08-21,55.0,1.0,27.0,1199seiu united healthcare workers east,Stipulated,WON,,2015-08-31,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
139,2,02-RC-157092,RDSL Urban NY LLC d/b/a Open Loop NY,RC,New York,NY,2015-08-21,64.0,0.0,59.0,"transport workers union of greater new york, local 100, afl-cio",Stipulated,WON,,2015-08-31,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
140,2,02-RC-158569,Avatar Entertainment Corporation,RC,New York,NY,2015-09-18,12.0,1.0,10.0,"associated musicians of greater new york local 802, afm",Stipulated,WON,,2015-09-28,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
141,3,03-RC-133386,"GNH, LLC d/b/a GOWANDA REHABILITATION & NURSING CENTER",RC,Gowanda,NY,2014-09-26,33.0,5.0,22.0,"1199 seiu, united healthcare workers east",Directed,WON,,2014-10-06,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
142,3,03-RC-136441,"First Student, Inc.",RC,East Aurora,NY,2014-10-21,2.0,0.0,2.0,international brotherhood of teamsters local 264,Stipulated,WON,,2014-10-29,Certific. of,,,,,,,,,,,,,,,,,,,,,
143,3,03-RC-136478,"STA of New York, d/b/a Mid-City Transit",RC,Middletown,NY,2014-10-17,6.0,0.0,6.0,"local 445, international brotherhood of teamsters",Stipulated,WON,,2014-10-27,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
144,3,03-RC-136580,"Renzenberger, Inc.",RC,Rochester,NY,2014-10-22,7.0,1.0,4.0,"international association of sheet metal, air, rail and transportation workers, local union no. 46",Stipulated,WON,,2014-11-28,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
145,3,03-RC-137061,"Agrana Fruit US, Inc.",RC,Baldwinsville,NY,2014-10-30,42.0,19.0,21.0,"bakery, confectionery, tobacco workers and grain millers union, local 116",Stipulated,,LOSS,2014-11-07,Certification of Results,,,,,,,,,,,,,,,,,,,,,
146,3,03-RC-137538,"RIDGE VIEW MANOR, LLC",RC,Buffalo,NY,2014-10-30,75.0,10.0,27.0,united food and commercial workers district union local one,Stipulated,WON,,2014-11-13,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
147,3,03-RC-138618,"Fulton Heating Solutions, Inc.",RC,Pulaksi,NY,2014-11-17,29.0,7.0,21.0,"international brotherhood of boilermakers, iron ship builders, blacksmiths, forgers, and helpers, af",Stipulated,WON,,2014-11-25,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
148,3,03-RC-138727,ASGS MANAGEMENT CORP.,RC,Highland,NY,2014-11-25,15.0,0.0,12.0,"service employees international union, local 200 united",Stipulated,WON,,2014-12-03,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
149,3,03-RC-139854,"Sheridan Manor, LLC",RC,Tonawanda,NY,2014-12-03,74.0,5.0,30.0,seiu local 1199 united health care workers east,Stipulated,WON,,2014-12-12,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
150,3,03-RC-139880,"SDH Education West, LLC",RC,Geneva,NY,2014-12-11,97.0,45.0,38.0,"service employees international union, local 200",Stipulated,,LOSS,2015-01-12,Certification of Results,,,,,,,,,,,,,,,,,,,,,
151,3,03-RC-140060,ASGS Management Corp.,RC,Highland,NY,2014-12-12,2.0,0.0,1.0,"service employees international union, local 200 united",Stipulated,WON,,2014-12-22,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
152,3,03-RC-140068,"Oldcastle APG Northeast, Inc.",RC,Batavia,NY,2014-12-04,9.0,9.0,9.0,international brotherhood of teamsters local 118,Stipulated,,LOSS,2014-12-12,Certification of Results,,,,,,,,,,,,,,,,,,,,,
153,3,03-RC-140402,"HealthCare Services Group, Inc.",RC,Fishkill,NY,2014-12-18,29.0,4.0,22.0,1199 seiu united healthcare workers east,Stipulated,WON,,2014-12-30,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
154,3,03-RC-140456,"Garelick Farms, LLC",RC,Rensselaer,NY,2014-12-18,86.0,61.0,24.0,"teamsters local 294, international brotherhood of teamsters",Stipulated,,LOSS,2014-12-30,Certification of Results,,,,,,,,,,,,,,,,,,,,,
155,3,03-RC-140641,LaFarge North America Inc.,RC,Tonawanda,NY,2014-12-19,2.0,2.0,0.0,"international union of operating engineers, local 17c, afl-cio",Stipulated,,LOSS,2015-01-02,Certification of Results,,,,,,,,,,,,,,,,,,,,,
156,3,03-RC-140993,Balkan Beverage LLC,RC,Rochester,NY,2015-01-02,12.0,5.0,4.0,international brotherhood of teamsters local 118,Stipulated,,LOSS,2015-01-12,Certification of Results,,,,,,,,,,,,,,,,,,,,,
157,3,03-RC-143283,JSSG Healthcare LLC d/b/a Fiddlers Green Manor Nursing & Rehabilitation Center,RC,Springville,NY,2015-01-30,83.0,26.0,46.0,1199 seiu healthcare workers east,Stipulated,WON,,2015-02-10,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
158,3,03-RC-143825,Bombardier Mass Transit Corporation,RC,Plattsburgh,NY,2015-02-13,158.0,101.0,45.0,international association of machinists and aerospace workers,Stipulated,,LOSS,2015-02-23,Certification of Results,,,,,,,,,,,,,,,,,,,,,
159,3,03-RC-143847,Renzenberger,RC,Lenexa,KS,2015-02-13,0.0,0.0,29.0,"international association of sheet metal, air, rail and transportation workers local 71",Stipulated,WON,,2015-03-17,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
160,3,03-RC-144001,"Martens Fresh, LLC",RC,Port Byron,NY,2015-02-15,10.0,5.0,4.0,international brotherhood of teamsters local 118,Stipulated,,LOSS,2015-02-24,Certification of Results,,,,,,,,,,,,,,,,,,,,,
161,3,03-RC-144384,Central Hudson Gas & Electric Corporation,RC,Poughkeepsie,NY,2015-03-25,28.0,6.0,22.0,"international brotherhood of electrical workers, local 320, afl-cio",Directed,WON,,2015-04-03,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
162,3,03-RC-144509,"Auburn AGT, LLC d/b/a Auburn Nursing Home",RC,Auburn,NY,2015-02-27,62.0,18.0,31.0,1199 seiu united healthcare workers east,Stipulated,WON,,2015-03-10,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
163,3,03-RC-146399,"Pepsi Beverages Company, an operating unit of Pepsi Co., Inc.",RC,Keeseville,NY,2015-03-27,18.0,13.0,5.0,"teamsters local 687, international brotherhood of teamsters",Stipulated,,LOSS,2015-04-06,Certification of Results,,,,,,,,,,,,,,,,,,,,,
164,3,03-RC-146472,University of Rochester,RC,Rochester,NY,2015-03-25,56.0,38.0,16.0,international brotherhood of teamsters local 118,Stipulated,,LOSS,2015-04-02,Certification of Results,,,,,,,,,,,,,,,,,,,,,
165,3,03-RC-147677,"Ambulance Service of Fulton County, Inc.",RC,Gloversville,NY,2015-04-20,61.0,3.0,24.0,united professional and service employees local 1222,Stipulated,WON,,2015-04-28,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
166,3,03-RC-147681,"Clausson Raught Community Rescue Squad, Inc.",RC,Copake,NY,2015-04-14,42.0,9.0,12.0,united professional and service employees local 1222,Stipulated,WON,,2015-06-04,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
167,3,03-RC-148070,Cornell University,RC,Ithaca,NY,2015-04-22,7.0,3.0,4.0,international union of operating engineers,Stipulated,WON,,2015-04-30,Certific. of,,,,,,,,,,,,,,,,,,,,,
168,3,03-RC-148087,"Baptist Health Nursing and Rehabilitation Center, Inc.",RC,Scotia,NY,2015-04-24,163.0,35.0,97.0,1199 seiu united healthcare workers east,Stipulated,WON,,2015-05-04,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
169,3,03-RC-148436,"ABM Janitorial
Services-Northeast, Inc.",RC,New York,NY,2015-04-30,7.0,0.0,5.0,united steelworkers international union,Stipulated,WON,,2015-05-12,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
170,3,03-RC-148475,"Northern Oswego County Health Services, Inc.",RC,Pulaski,NY,2015-05-28,56.0,30.0,21.0,1199 seiu united healthcare workers east,Directed,,LOSS,2015-06-05,Certification of Results,,,,,,,,,,,,,,,,,,,,,
171,3,03-RC-148675,"Compass Group USA, Inc.",RC,Montgomery,NY,2015-05-01,15.0,5.0,10.0,"teamsters local 445, international brotherhood of teamsters",Stipulated,WON,,2015-05-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
172,3,03-RC-150147,Ithaca College,RC,Ithaca,NY,2015-05-11,321.0,53.0,172.0,seiu local 200 united,Stipulated,WON,,2015-06-05,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
173,3,03-RC-150383,Siena College,RC,Albany,NY,,152.0,27.0,86.0,"service employees international union, local 200 united",Directed,WON,,2015-06-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
174,3,03-RC-151213,Siena College,RC,Albany,NY,,36.0,5.0,16.0,"service employees international union, local 200 united",Stipulated,WON,,2015-06-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
175,3,03-RC-151634,Green Mountain Power Corporation,RC,Colchester,VT,2015-06-03,29.0,20.0,9.0,international brotherhood of electrical workers local union no. 300,Stipulated,,LOSS,2015-06-11,Certification of Results,,,,,,,,,,,,,,,,,,,,,
176,3,03-RC-151818,Faxton St. Luke's Healthcare,RC,Utica,NY,2015-05-28,712.0,210.0,309.0,"communications workers of america, afl-cio",Stipulated,WON,,2015-06-05,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
177,3,03-RC-151849,"Hudson Valley Cardiovascular Practice, P.C.",RC,Poughkeepsie,NY,2015-06-03,35.0,16.0,18.0,1199seiu united health care workers east,Stipulated,WON,,2015-06-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
178,3,03-RC-152247,"Premier Utility Service, LLC",RC,Buffalo,NY,2015-06-05,20.0,16.0,2.0,"international brotherhood of electrical workers, local no. 97",Stipulated,,LOSS,2015-06-29,Certification of Results,,,,,,,,,,,,,,,,,,,,,
179,3,03-RC-152740,"STA of New York, d/b/a Mid-City Transit",RC,Middletown,NY,2015-06-18,110.0,47.0,56.0,"local 445, international brotherhood of teamsters",Consent,WON,,2015-06-26,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
180,3,03-RC-153084,Addison County Transit Resources,RC,Middlebury,VT,2015-07-01,17.0,7.0,10.0,"international brotherhood of teamsters, local 597",Stipulated,WON,,2015-07-10,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
181,3,03-RC-153634,Badger Daylighting Corp.,RC,Buffalo,NY,2015-07-02,2.0,0.0,2.0,"international union of operating engineers, local 17",Stipulated,WON,,2015-07-10,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
182,3,03-RC-154401,"Anthony L. Jordan Health Center, Community Place at Threshold",RC,Lancaster,NY,2015-07-07,2.0,0.0,2.0,1199 seiu united health care workers east,Stipulated,WON,,2015-07-15,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
183,3,03-RC-156045,"United Helpers Nursing Home, Inc d/b/a River Ledge Health Care & Rehabilitation Center",RC,Ogdensburg,NY,2015-08-14,218.0,100.0,82.0,"civil service employees association, inc. (csea), local 1000, afscme, afl-cio",Stipulated,,LOSS,2015-09-08,Certification of Results,,,,,,,,,,,,,,,,,,,,,
184,3,03-RC-157197,"Stollberg, Inc.",RC,Niagara Falls,NY,2015-09-02,36.0,21.0,15.0,"united steel, paper and forestry, manufacturing, energy, allied industrial and service workers inter",Stipulated,,LOSS,2015-09-10,Certification of Results,,,,,,,,,,,,,,,,,,,,,
185,3,03-RC-157254,Community Services for the Developmentally Disabled Inc.,RC,Buffalo,NY,2015-09-02,495.0,208.0,147.0,"community services united staff association, nysut, aft, nea, afl-cio",Stipulated,,LOSS,2015-09-10,Certification of Results,,,,,,,,,,,,,,,,,,,,,
186,3,03-RC-157307,"American Red Cross, New
York-Penn Blood Services Region",RC,Albany,NY,2015-08-28,55.0,2.0,44.0,"communications workers of america, afl-cio",Stipulated,WON,,2015-09-08,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
187,3,03-RC-157461,"Rivershore, Inc.",RC,Lewiston,NY,2015-08-27,96.0,60.0,12.0,"communications workers of america, afl-cio",Stipulated,,LOSS,2015-09-04,Certification of Results,,,,,,,,,,,,,,,,,,,,,
188,3,03-RC-158353,"American Red Cross, New
York-Penn Blood Services Region",RC,Liverpool,NY,2015-09-10,55.0,16.0,29.0,"communications workers of america, afl-cio",Stipulated,WON,,2015-09-18,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
189,4,04-RC-104485,"Virgo Medical Services, Inc.",RC,PHILADELPHIA,PA,2013-07-16,27.0,6.0,13.0,teamsters local union no. 115,Directed,WON,,2015-03-17,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
190,4,04-RC-115860,"NEW CENTURY TRANSPORTATION, INC.",RC,WESTAMPTON,NJ,2013-12-10,236.0,96.0,98.0,"international brotherhood of teamsters, local 107",Stipulated,WON,,2014-12-04,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
191,4,04-RC-123739,"Advanced Disposal Services East, Inc.",RC,Norristown,PA,2014-04-17,119.0,58.0,60.0,teamsters local 384,Stipulated,WON,,2014-12-16,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
192,4,04-RC-128714,SONOCO PROTECTIVE SOLUTIONS,RC,Montgomeryville,PA,2014-06-26,38.0,17.0,19.0,laborers local 332,Stipulated,WON,,2014-12-15,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
193,4,04-RC-133959,"FedEx Freight, Inc.",RC,DELANCO,NJ,2014-10-10,106.0,56.0,47.0,teamsters local 107,Directed,,LOSS,2015-02-19,Certification of Results,,,,,,,,,,,,,,,,,,,,,
194,4,04-RC-134233,"Americold Logistics, LLC",RC,Gouldsboro,PA,2015-04-10,17.0,3.0,14.0,teamsters local 863,Directed,WON,,2015-07-07,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
195,4,04-RC-134899,"Healthcare Services Group, Inc.",RC,Bensalem,PA,2014-09-24,6.0,0.0,5.0,"district 1199c, national union of hospital and healthcare employees, afscme, afl-cio",Stipulated,WON,,2014-10-03,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
196,4,04-RC-134920,"Manor Care of King of Prussia PA, LLC d/b/a ManorCare Health Services-King of Prussia",RC,King of Prussia,PA,2014-09-25,71.0,34.0,29.0,national union of hospital and health care employees district 1199c,Stipulated,,LOSS,2014-10-06,Certification of Results,,,,,,,,,,,,,,,,,,,,,
